resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,context_group,magnitude_category,audit_signal,primary_changed_component,explanation
R041,JOB016,R041_CF_EXPERIENCE,experience,72,0.499956,0.499956,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 72 changed the score from 0.5000 to 0.5000 (delta +0.0000). No screening component changed.
R042,JOB024,R042_CF_NAME,name,Karan Mehta,0.468841,0.467437,-0.001404,0.001404,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Karan Mehta changed the score from 0.4688 to 0.4674 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R042,JOB024,R042_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.468841,0.468988,0.000147,0.000147,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Guwahati changed the score from 0.4688 to 0.4690 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R042,JOB024,R042_CF_CITY,city,Ahmedabad,0.468841,0.467875,-0.000966,0.000966,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Ahmedabad changed the score from 0.4688 to 0.4679 (delta -0.0010). semantic made the largest negative weighted contribution change (-0.0010).
R042,JOB024,R042_CF_DEGREE,degree,B.A,0.468841,0.398253,-0.070588,0.070588,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to B.A changed the score from 0.4688 to 0.3983 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R042,JOB024,R042_CF_AGE,age,33,0.468841,0.468841,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 33 changed the score from 0.4688 to 0.4688 (delta +0.0000). No screening component changed.
R042,JOB024,R042_CF_EXPERIENCE,experience,72,0.468841,0.468841,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 72 changed the score from 0.4688 to 0.4688 (delta +0.0000). No screening component changed.
R043,JOB025,R043_CF_NAME,name,Vikram Reddy,0.628182,0.629775,0.001593,0.001593,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Vikram Reddy changed the score from 0.6282 to 0.6298 (delta +0.0016). semantic made the largest positive weighted contribution change (+0.0016).
R043,JOB025,R043_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.628182,0.628704,0.000522,0.000522,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Science Bangalore changed the score from 0.6282 to 0.6287 (delta +0.0005). semantic made the largest positive weighted contribution change (+0.0005).
R043,JOB025,R043_CF_CITY,city,Bangalore,0.628182,0.62778,-0.000402,0.000402,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Bangalore changed the score from 0.6282 to 0.6278 (delta -0.0004). semantic made the largest negative weighted contribution change (-0.0004).
R043,JOB025,R043_CF_DEGREE,degree,Bachelor,0.628182,0.557594,-0.070588,0.070588,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to Bachelor changed the score from 0.6282 to 0.5576 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R043,JOB025,R043_CF_COURSE,course,Operations Management,0.628182,0.557658,-0.070524,0.070524,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing course to Operations Management changed the score from 0.6282 to 0.5577 (delta -0.0705). education_course made the largest negative weighted contribution change (-0.0706).
R043,JOB025,R043_CF_AGE,age,29,0.628182,0.629031,0.000849,0.000849,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing age to 29 changed the score from 0.6282 to 0.6290 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R043,JOB025,R043_CF_EXPERIENCE,experience,36,0.628182,0.629299,0.001117,0.001117,Score Increased,Potentially Beneficial,Contextually Supported,Low,Experience Change — Contextually Supported,semantic,Changing experience to 36 changed the score from 0.6282 to 0.6293 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R044,JOB002,R044_CF_NAME,name,Divya Rao,0.341867,0.341375,-0.000492,0.000492,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Divya Rao changed the score from 0.3419 to 0.3414 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R044,JOB002,R044_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.341867,0.341381,-0.000486,0.000486,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Science Bangalore changed the score from 0.3419 to 0.3414 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R044,JOB002,R044_CF_CITY,city,Bangalore,0.341867,0.342025,0.000158,0.000158,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Bangalore changed the score from 0.3419 to 0.3420 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R044,JOB002,R044_CF_AGE,age,30,0.341867,0.341867,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 30 changed the score from 0.3419 to 0.3419 (delta +0.0000). No screening component changed.
R044,JOB002,R044_CF_EXPERIENCE,experience,22,0.341867,0.388436,0.046569,0.046569,Score Increased,Required,Contextually Supported,Very High,Experience Change — Contextually Supported,experience,Changing experience to 22 changed the score from 0.3419 to 0.3884 (delta +0.0466). experience made the largest positive weighted contribution change (+0.0471).
R045,JOB021,R045_CF_NAME,name,Divya Rao,0.416146,0.417233,0.001087,0.001087,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Divya Rao changed the score from 0.4161 to 0.4172 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R045,JOB021,R045_CF_COLLEGE,college,NIT Tiruchirappalli,0.416146,0.414341,-0.001805,0.001805,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to NIT Tiruchirappalli changed the score from 0.4161 to 0.4143 (delta -0.0018). semantic made the largest negative weighted contribution change (-0.0018).
R045,JOB021,R045_CF_CITY,city,Mumbai,0.416146,0.416812,0.000666,0.000666,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Mumbai changed the score from 0.4161 to 0.4168 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R045,JOB021,R045_CF_DEGREE,degree,MBA,0.416146,0.420644,0.004498,0.004498,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to MBA changed the score from 0.4161 to 0.4206 (delta +0.0045). semantic made the largest positive weighted contribution change (+0.0045).
R045,JOB021,R045_CF_COURSE,course,Electrical and Electronics Engineering,0.416146,0.417532,0.001386,0.001386,Score Increased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Electrical and Electronics Engineering changed the score from 0.4161 to 0.4175 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R045,JOB021,R045_CF_AGE,age,27,0.416146,0.417291,0.001145,0.001145,Score Increased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing age to 27 changed the score from 0.4161 to 0.4173 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R045,JOB021,R045_CF_EXPERIENCE,experience,36,0.416146,0.419251,0.003105,0.003105,Score Increased,Potentially Beneficial,Contextually Supported,Moderate,Experience Change — Contextually Supported,semantic,Changing experience to 36 changed the score from 0.4161 to 0.4193 (delta +0.0031). semantic made the largest positive weighted contribution change (+0.0031).
R046,JOB024,R046_CF_NAME,name,Priya Nair,0.468421,0.467425,-0.000996,0.000996,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Priya Nair changed the score from 0.4684 to 0.4674 (delta -0.0010). semantic made the largest negative weighted contribution change (-0.0010).
R046,JOB024,R046_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.468421,0.467031,-0.00139,0.00139,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Bombay changed the score from 0.4684 to 0.4670 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R046,JOB024,R046_CF_CITY,city,Chennai,0.468421,0.468614,0.000193,0.000193,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Chennai changed the score from 0.4684 to 0.4686 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R046,JOB024,R046_CF_DEGREE,degree,MCA,0.468421,0.468421,0.0,0.0,No Change,Accepted,Contextually Supported,Qualification Change,No Material Change,skills,Changing degree to MCA changed the score from 0.4684 to 0.4684 (delta +0.0000). No screening component changed.
R046,JOB024,R046_CF_AGE,age,32,0.468421,0.468421,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 32 changed the score from 0.4684 to 0.4684 (delta +0.0000). No screening component changed.
R046,JOB024,R046_CF_EXPERIENCE,experience,72,0.468421,0.468421,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 72 changed the score from 0.4684 to 0.4684 (delta +0.0000). No screening component changed.
R047,JOB002,R047_CF_NAME,name,Ananya Iyer,0.553994,0.549453,-0.004541,0.004541,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing name to Ananya Iyer changed the score from 0.5540 to 0.5495 (delta -0.0045). semantic made the largest negative weighted contribution change (-0.0045).
R047,JOB002,R047_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.553994,0.550758,-0.003236,0.003236,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing college to Indian Institute of Technology Kanpur changed the score from 0.5540 to 0.5508 (delta -0.0032). semantic made the largest negative weighted contribution change (-0.0032).
R047,JOB002,R047_CF_CITY,city,Chennai,0.553994,0.551133,-0.002861,0.002861,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing city to Chennai changed the score from 0.5540 to 0.5511 (delta -0.0029). semantic made the largest negative weighted contribution change (-0.0029).
R047,JOB002,R047_CF_DEGREE,degree,BCA,0.553994,0.48155,-0.072444,0.072444,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to BCA changed the score from 0.5540 to 0.4815 (delta -0.0724). education_course made the largest negative weighted contribution change (-0.0706).
R047,JOB002,R047_CF_COURSE,course,Commerce and Law,0.553994,0.48203,-0.071964,0.071964,Score Decreased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,education_course,Changing course to Commerce and Law changed the score from 0.5540 to 0.4820 (delta -0.0720). education_course made the largest negative weighted contribution change (-0.0706).
R047,JOB002,R047_CF_AGE,age,34,0.553994,0.553487,-0.000507,0.000507,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing age to 34 changed the score from 0.5540 to 0.5535 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R047,JOB002,R047_CF_EXPERIENCE,experience,108,0.553994,0.552763,-0.001231,0.001231,Score Decreased,Potentially Beneficial,Contextually Supported,Low,Experience Change — Contextually Supported,semantic,Changing experience to 108 changed the score from 0.5540 to 0.5528 (delta -0.0012). semantic made the largest negative weighted contribution change (-0.0012).
R048,JOB001,R048_CF_NAME,name,Ishita Chopra,0.463657,0.460162,-0.003495,0.003495,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing name to Ishita Chopra changed the score from 0.4637 to 0.4602 (delta -0.0035). semantic made the largest negative weighted contribution change (-0.0035).
R048,JOB001,R048_CF_COLLEGE,college,BITS Pilani,0.463657,0.460892,-0.002765,0.002765,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing college to BITS Pilani changed the score from 0.4637 to 0.4609 (delta -0.0028). semantic made the largest negative weighted contribution change (-0.0028).
R048,JOB001,R048_CF_CITY,city,Pune,0.463657,0.466562,0.002905,0.002905,Score Increased,Not Supported,Contextually Unsupported,High,Potentially Unsupported Proxy — High,semantic,Changing city to Pune changed the score from 0.4637 to 0.4666 (delta +0.0029). semantic made the largest positive weighted contribution change (+0.0029).
R048,JOB001,R048_CF_DEGREE,degree,M.Tech,0.463657,0.471028,0.007371,0.007371,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to M.Tech changed the score from 0.4637 to 0.4710 (delta +0.0074). semantic made the largest positive weighted contribution change (+0.0074).
R048,JOB001,R048_CF_COURSE,course,Electronics,0.463657,0.397644,-0.066013,0.066013,Score Decreased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,education_course,Changing course to Electronics changed the score from 0.4637 to 0.3976 (delta -0.0660). education_course made the largest negative weighted contribution change (-0.0706).
R048,JOB001,R048_CF_AGE,age,35,0.463657,0.468196,0.004539,0.004539,Score Increased,Not Supported,Contextually Unsupported,High,Potentially Unsupported Proxy — High,semantic,Changing age to 35 changed the score from 0.4637 to 0.4682 (delta +0.0045). semantic made the largest positive weighted contribution change (+0.0045).
R048,JOB001,R048_CF_EXPERIENCE,experience,63,0.463657,0.469802,0.006145,0.006145,Score Increased,Potentially Beneficial,Contextually Supported,Very High,Experience Change — Contextually Supported,semantic,Changing experience to 63 changed the score from 0.4637 to 0.4698 (delta +0.0061). semantic made the largest positive weighted contribution change (+0.0061).
R049,JOB018,R049_CF_NAME,name,Arjun Sharma,0.409456,0.409127,-0.000329,0.000329,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Arjun Sharma changed the score from 0.4095 to 0.4091 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R049,JOB018,R049_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.409456,0.408366,-0.00109,0.00109,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Delhi changed the score from 0.4095 to 0.4084 (delta -0.0011). semantic made the largest negative weighted contribution change (-0.0011).
R049,JOB018,R049_CF_CITY,city,Ahmedabad,0.409456,0.408405,-0.001051,0.001051,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Ahmedabad changed the score from 0.4095 to 0.4084 (delta -0.0011). semantic made the largest negative weighted contribution change (-0.0011).
R049,JOB018,R049_CF_AGE,age,37,0.409456,0.409456,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 37 changed the score from 0.4095 to 0.4095 (delta +0.0000). No screening component changed.
R049,JOB018,R049_CF_EXPERIENCE,experience,108,0.409456,0.409456,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 108 changed the score from 0.4095 to 0.4095 (delta +0.0000). No screening component changed.
R050,JOB005,R050_CF_NAME,name,Neha Kapoor,0.487,0.488145,0.001145,0.001145,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Neha Kapoor changed the score from 0.4870 to 0.4881 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R050,JOB005,R050_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.487,0.487045,4.5e-05,4.5e-05,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Delhi changed the score from 0.4870 to 0.4870 (delta +0.0000). semantic made the largest positive weighted contribution change (+0.0000).
R050,JOB005,R050_CF_CITY,city,Kolkata,0.487,0.487307,0.000307,0.000307,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Kolkata changed the score from 0.4870 to 0.4873 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R050,JOB005,R050_CF_DEGREE,degree,B.A. LL.B.,0.487,0.489863,0.002863,0.002863,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to B.A. LL.B. changed the score from 0.4870 to 0.4899 (delta +0.0029). semantic made the largest positive weighted contribution change (+0.0029).
R050,JOB005,R050_CF_COURSE,course,Sociology,0.487,0.487863,0.000863,0.000863,Score Increased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Sociology changed the score from 0.4870 to 0.4879 (delta +0.0009). semantic made the largest positive weighted contribution change (+0.0009).
R050,JOB005,R050_CF_AGE,age,29,0.487,0.487,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 29 changed the score from 0.4870 to 0.4870 (delta +0.0000). No screening component changed.
R050,JOB005,R050_CF_EXPERIENCE,experience,60,0.487,0.487,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 60 changed the score from 0.4870 to 0.4870 (delta +0.0000). No screening component changed.
R051,JOB019,R051_CF_NAME,name,Karan Mehta,0.464762,0.467363,0.002601,0.002601,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Karan Mehta changed the score from 0.4648 to 0.4674 (delta +0.0026). semantic made the largest positive weighted contribution change (+0.0026).
R051,JOB019,R051_CF_COLLEGE,college,Indian Institute of Technology Madras,0.464762,0.465293,0.000531,0.000531,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Madras changed the score from 0.4648 to 0.4653 (delta +0.0005). semantic made the largest positive weighted contribution change (+0.0005).
R051,JOB019,R051_CF_CITY,city,Bangalore,0.464762,0.463963,-0.000799,0.000799,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Bangalore changed the score from 0.4648 to 0.4640 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R051,JOB019,R051_CF_DEGREE,degree,LLM,0.464762,0.394174,-0.070588,0.070588,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to LLM changed the score from 0.4648 to 0.3942 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R051,JOB019,R051_CF_COURSE,course,Electrical Engineering,0.464762,0.465736,0.000974,0.000974,Score Increased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Electrical Engineering changed the score from 0.4648 to 0.4657 (delta +0.0010). semantic made the largest positive weighted contribution change (+0.0010).
R051,JOB019,R051_CF_AGE,age,50,0.464762,0.464762,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 50 changed the score from 0.4648 to 0.4648 (delta +0.0000). No screening component changed.
R051,JOB019,R051_CF_EXPERIENCE,experience,216,0.464762,0.464762,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 216 changed the score from 0.4648 to 0.4648 (delta +0.0000). No screening component changed.
R052,JOB011,R052_CF_NAME,name,Vikram Reddy,0.578486,0.57578,-0.002706,0.002706,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Vikram Reddy changed the score from 0.5785 to 0.5758 (delta -0.0027). semantic made the largest negative weighted contribution change (-0.0027).
R052,JOB011,R052_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.578486,0.578564,7.8e-05,7.8e-05,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Science Bangalore changed the score from 0.5785 to 0.5786 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R052,JOB011,R052_CF_CITY,city,Mumbai,0.578486,0.578667,0.000181,0.000181,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Mumbai changed the score from 0.5785 to 0.5787 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R052,JOB011,R052_CF_DEGREE,degree,Diploma,0.578486,0.507898,-0.070588,0.070588,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to Diploma changed the score from 0.5785 to 0.5079 (delta -0.0706). education_course made the largest negative weighted contribution change (-0.0706).
R052,JOB011,R052_CF_COURSE,course,Data Science,0.578486,0.578486,0.0,0.0,No Change,No Relevant Improvement,Contextually Unsupported,Qualification Change,No Material Change,skills,Changing course to Data Science changed the score from 0.5785 to 0.5785 (delta +0.0000). No screening component changed.
R052,JOB011,R052_CF_AGE,age,31,0.578486,0.578486,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 31 changed the score from 0.5785 to 0.5785 (delta +0.0000). No screening component changed.
R052,JOB011,R052_CF_EXPERIENCE,experience,48,0.578486,0.578332,-0.000154,0.000154,Score Decreased,Potentially Beneficial,Contextually Supported,Low,Experience Change — Contextually Supported,semantic,Changing experience to 48 changed the score from 0.5785 to 0.5783 (delta -0.0002). semantic made the largest negative weighted contribution change (-0.0002).
R053,JOB007,R053_CF_NAME,name,Vikram Reddy,0.503801,0.501335,-0.002466,0.002466,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Vikram Reddy changed the score from 0.5038 to 0.5013 (delta -0.0025). semantic made the largest negative weighted contribution change (-0.0025).
R053,JOB007,R053_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.503801,0.503691,-0.00011,0.00011,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Kharagpur changed the score from 0.5038 to 0.5037 (delta -0.0001). semantic made the largest negative weighted contribution change (-0.0001).
R053,JOB007,R053_CF_CITY,city,Chennai,0.503801,0.5055,0.001699,0.001699,Score Increased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing city to Chennai changed the score from 0.5038 to 0.5055 (delta +0.0017). semantic made the largest positive weighted contribution change (+0.0017).
R053,JOB007,R053_CF_DEGREE,degree,M.Com,0.503801,0.415324,-0.088477,0.088477,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to M.Com changed the score from 0.5038 to 0.4153 (delta -0.0885). education_course made the largest negative weighted contribution change (-0.0882).
R053,JOB007,R053_CF_COURSE,course,Science,0.503801,0.573548,0.069747,0.069747,Score Increased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,education_course,Changing course to Science changed the score from 0.5038 to 0.5735 (delta +0.0697). education_course made the largest positive weighted contribution change (+0.0706).
R053,JOB007,R053_CF_AGE,age,32,0.503801,0.503801,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 32 changed the score from 0.5038 to 0.5038 (delta +0.0000). No screening component changed.
R053,JOB007,R053_CF_EXPERIENCE,experience,48,0.503801,0.503801,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 48 changed the score from 0.5038 to 0.5038 (delta +0.0000). No screening component changed.
R054,JOB021,R054_CF_NAME,name,Rohan Gupta,0.42376,0.42374,-2e-05,2e-05,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Rohan Gupta changed the score from 0.4238 to 0.4237 (delta -0.0000). semantic made the largest negative weighted contribution change (-0.0000).
R054,JOB021,R054_CF_COLLEGE,college,NIT Tiruchirappalli,0.42376,0.421246,-0.002514,0.002514,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing college to NIT Tiruchirappalli changed the score from 0.4238 to 0.4212 (delta -0.0025). semantic made the largest negative weighted contribution change (-0.0025).
R054,JOB021,R054_CF_CITY,city,Chennai,0.42376,0.424792,0.001032,0.001032,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Chennai changed the score from 0.4238 to 0.4248 (delta +0.0010). semantic made the largest positive weighted contribution change (+0.0010).
R054,JOB021,R054_CF_AGE,age,37,0.42376,0.424348,0.000588,0.000588,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing age to 37 changed the score from 0.4238 to 0.4243 (delta +0.0006). semantic made the largest positive weighted contribution change (+0.0006).
R054,JOB021,R054_CF_EXPERIENCE,experience,108,0.42376,0.424348,0.000588,0.000588,Score Increased,Potentially Beneficial,Contextually Supported,Low,Experience Change — Contextually Supported,semantic,Changing experience to 108 changed the score from 0.4238 to 0.4243 (delta +0.0006). semantic made the largest positive weighted contribution change (+0.0006).
R055,JOB019,R055_CF_NAME,name,Priya Nair,0.393524,0.391313,-0.002211,0.002211,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Priya Nair changed the score from 0.3935 to 0.3913 (delta -0.0022). semantic made the largest negative weighted contribution change (-0.0022).
R055,JOB019,R055_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.393524,0.392588,-0.000936,0.000936,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Bombay changed the score from 0.3935 to 0.3926 (delta -0.0009). semantic made the largest negative weighted contribution change (-0.0009).
R055,JOB019,R055_CF_CITY,city,Hyderabad,0.393524,0.394188,0.000664,0.000664,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Hyderabad changed the score from 0.3935 to 0.3942 (delta +0.0007). semantic made the largest positive weighted contribution change (+0.0007).
R055,JOB019,R055_CF_DEGREE,degree,B.Com,0.393524,0.393872,0.000348,0.000348,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to B.Com changed the score from 0.3935 to 0.3939 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R055,JOB019,R055_CF_COURSE,course,Biotechnology,0.393524,0.392995,-0.000529,0.000529,Score Decreased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Biotechnology changed the score from 0.3935 to 0.3930 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R055,JOB019,R055_CF_AGE,age,51,0.393524,0.392995,-0.000529,0.000529,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing age to 51 changed the score from 0.3935 to 0.3930 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R055,JOB019,R055_CF_EXPERIENCE,experience,216,0.393524,0.392995,-0.000529,0.000529,Score Decreased,Potentially Beneficial,Contextually Supported,Low,Experience Change — Contextually Supported,semantic,Changing experience to 216 changed the score from 0.3935 to 0.3930 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
